name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof;is_runnable;is_device;is_bios;biosof;is_mechanical;is_arcade;use_chds;savestate;source_file;first_emulator;first_emulator_date;last_emulator;last_emulator_date;players;buttons;coins;sound_channels;screens;display_type;display_rotate;screen_orientation;display_width;display_height;display_refresh;input_controls;monitor_type;chips_cpu;chips_cpu_details;chips_audio;chips_audio_details;driver_status;driver_emulation;driver_color;driver_sound;driver_graphic;driver_cocktail;driver_protection;dump_status;device_types;category;genre;serie;language;colors;has_device_refs;has_roms;has_disks;has_dip_switches;has_bios_sets;has_configs;has_ports;has_devices;has_slots;has_adjusters;has_soft_lists;has_ram_opts;has_cheats;nplayers;url_playonline;url_shortplays;url_shortplay_ms;game_rate;mature;on_top_score;on_bacheca_record;on_arcaworld;lang2;ranking;bestgame;alltime;cabinets
btoads;Battletoads;1994;Rare / Electronic Arts;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;btoads.cpp;Mame 0.57;01/01/2002;Mame 0.194;31/01/2018;0;2;3;2;1;RASTER;0;HORIZONTAL;512;224;60.797665;joystick (8-way);CRT 15kHz;TMS34020,Z80,TMS32015;maincpu TMS34020 @32 MHz, audiocpu Z80 @6 MHz, bsmt:bsmt2000 TMS32015 @24 MHz;Speaker,BSMT2000;lspeaker Speaker, rspeaker Speaker, bsmt BSMT2000 @24 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Fighter / 2.5D;Fighter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;3P sim;-;https://www.youtube.com/watch?v=SXNOtaRArDg;-;0;NO;NO;NO;NO;English;70 to 80 (Good);1994;1994;YES
bublbobl;Bubble Bobble (Japan, Ver 0.1);1986;Taito Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;bublbobl.cpp;Mame 0.27;10/08/1997;Mame 0.194;31/01/2018;0;2;2;1;1;RASTER;0;HORIZONTAL;256;224;59.185606;joystick (2-way);CRT 15kHz;Z80,M6801;maincpu Z80 @6 MHz, subcpu Z80 @6 MHz, audiocpu Z80 @3 MHz, mcu M6801 @4 MHz;Speaker,YM2203 OPN,YM3526 OPL;mono Speaker, ym1 YM2203 OPN @3 MHz, ym2 YM3526 OPL @3 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;NODUMP;-;Platform / Run Jump;Platform;Bubble Bobble;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=UGrRhvIPHko;-;100;NO;NO;YES;NO;English;90 to 100 (Best Games);1986;1986;NO
captaven;Captain America and The Avengers (Asia Rev 1.4);1991;Data East Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;deco32.cpp;Mame 0.58;05/02/2002;Mame 0.194;31/01/2018;0;2;4;2;1;RASTER;0;HORIZONTAL;320;240;57.799650;joystick (8-way);CRT 15kHz;ARM (little),HuC6280;maincpu ARM (little) @7 MHz, audiocpu HuC6280 @2.685 MHz;Speaker,Yamaha YM2151 OPM,OKI MSM6295 ADPCM;lspeaker Speaker, rspeaker Speaker, ymsnd Yamaha YM2151 OPM @3.58 MHz, oki1 OKI MSM6295 ADPCM @1.6875 MHz, oki2 OKI MSM6295 ADPCM @2.1375 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Fighter / 2.5D;Fighter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;4P sim;-;https://www.youtube.com/watch?v=LisaDuiY2Yk;-;0;NO;NO;NO;NO;English;70 to 80 (Good);1991;1991;NO
captcomm;Captain Commando (World 911202);1991;Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;cps1.cpp;Mame 0.34b4;04/10/1998;Mame 0.194;31/01/2018;0;2;4;1;1;RASTER;0;HORIZONTAL;384;224;59.637405;joystick (8-way);CRT 15kHz;M68000,Z80;maincpu M68000 @10 MHz, audiocpu Z80 @3.579545 MHz;Speaker,Yamaha YM2151 OPM,OKI MSM6295 ADPCM;mono Speaker, 2151 Yamaha YM2151 OPM @3.579545 MHz, oki OKI MSM6295 ADPCM @1 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Fighter / 2.5D;Fighter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;4P sim;-;https://www.youtube.com/watch?v=1qsf0fGPOPI;-;90;NO;NO;YES;NO;English;60 to 70 (Passable);-;60 to 70 (Passable);YES
centiped;Centipede (revision 4);1980;Atari;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;centiped.cpp;Mame 0.10;13/03/1997;Mame 0.194;31/01/2018;0;1;2;1;1;RASTER;270;VERTICAL;256;240;60.000000;joystick (8-way),trackball;CRT 15kHz;M6502,Atari C012294 POKEY;maincpu M6502 @1.512 MHz, pokey Atari C012294 POKEY @1.512 MHz;Speaker,Atari C012294 POKEY;mono Speaker, pokey Atari C012294 POKEY @1.512 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Shooter / Gallery;Shooter;Centipede;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;1P;-;https://www.youtube.com/watch?v=lmD-RfClpzc;-;0;NO;NO;NO;NO;English;70 to 80 (Good);1980;1980;NO
chasehq;Chase H.Q. (World);1988;Taito Corporation Japan;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;taito_z.cpp;Mame 0.53;12/08/2001;Mame 0.194;31/01/2018;0;4;2;3;1;RASTER;0;HORIZONTAL;320;240;60.000000;dial,paddle,pedal;CRT 15kHz;M68000,Z80;maincpu M68000 @12 MHz, audiocpu Z80 @4 MHz, sub M68000 @12 MHz;Speaker,YM2610 OPNB,Volume Filter;front Speaker, rear Speaker, subwoofer Speaker, ymsnd YM2610 OPNB @8 MHz, 2610.1.r Volume Filter, 2610.1.l Volume Filter, 2610.2.r Volume Filter, 2610.2.l Volume Filter;IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;UNKNOWN;GOOD;GOOD;-;Driving / Race (chase view);Driving;Chase H.Q.;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;1P;-;https://www.youtube.com/watch?v=UJAvih7xHjc;-;0;NO;NO;NO;NO;English;70 to 80 (Good);1988;Full Throttle Convert, Cockpit, Full Throttle Convert, Deluxe, Upright / No Steering Lock, Upright / Steering Lock;NO
choplift;Choplifter (8751 315-5151);1985;Sega (licensed from Dan Gorlin);YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;system1.cpp;Mame 0.130u3;09/04/2009;Mame 0.195;28/02/2018;0;2;2;1;1;RASTER;0;HORIZONTAL;512;224;60.096154;joystick (8-way);CRT 15kHz;Z80,I8751;maincpu Z80 @20 MHz, soundcpu Z80 @4 MHz, mcu I8751 @8 MHz;Speaker,SN76489A;mono Speaker, sn1 SN76489A @2 MHz, sn2 SN76489A @4 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;NODUMP;-;Shooter / Flying Horizontal;Shooter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;https://www.youtube.com/watch?v=tuaerI0tMPI;-;0;NO;NO;NO;NO;English;80 to 90 (Very Good);1985;Cocktail, Upright;NO
commando;Commando (World);1985;Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;commando.cpp;Mame 0.22;25/05/1997;Mame 0.194;31/01/2018;0;2;2;1;1;RASTER;270;VERTICAL;256;224;60.000000;joystick (8-way);CRT 15kHz;Z80;maincpu Z80 @4 MHz, audiocpu Z80 @3 MHz;Speaker,YM2203 OPN;mono Speaker, ym1 YM2203 OPN @1.5 MHz, ym2 YM2203 OPN @1.5 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Shooter / Walking;Shooter;Commando;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;https://www.youtube.com/watch?v=JoH01ohNySw;-;0;NO;NO;NO;NO;English;70 to 80 (Good);1985;Cocktail, Upright, Upright Two Players;NO
congo;Congo Bongo (Rev C, 2 board stack);1983;Sega;YES;-;NO;-;congo;YES;NO;NO;-;NO;YES;NO;YES;zaxxon.cpp;Mame 0.10;13/03/1997;Mame 0.194;31/01/2018;0;1;2;1;1;RASTER;90;VERTICAL;256;224;59.999408;joystick (8-way);CRT 15kHz;Z80;maincpu Z80 @3.4125 MHz, audiocpu Z80 @4 MHz;Speaker,SN76489A,Samples;speaker Speaker, sn1 SN76489A @4 MHz, sn2 SN76489A @1 MHz, samples Samples;IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;UNKNOWN;GOOD;GOOD;-;Platform / Run Jump;Platform;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;https://archive.org/details/arcade_congo;https://www.youtube.com/watch?v=Lg_6ZXEV_0I;-;0;NO;NO;NO;NO;English;70 to 80 (Good);1983;Cocktail, Upright;NO
contra;Contra (US / Asia, set 1);1987;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;contra.cpp;Mame 0.33b7;21/06/1998;Mame 0.194;31/01/2018;0;2;2;2;1;RASTER;90;VERTICAL;280;224;60.000000;joystick (8-way);CRT 15kHz;HD6309E,MC6809E;maincpu HD6309E @3 MHz, audiocpu MC6809E @3 MHz;Speaker,Yamaha YM2151 OPM;lspeaker Speaker, rspeaker Speaker, ymsnd Yamaha YM2151 OPM @3.579545 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;NODUMP;-;Platform / Shooter Scrolling;Platform;Contra;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=e4nXQRcB9lM;-;0;NO;NO;YES;NO;English;70 to 80 (Good);1987;1987;NO
darius;Darius (World, rev 2);1986;Taito Corporation Japan;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;darius.cpp;Mame 0.37b11 (0.47);17/01/2001;Mame 0.194;31/01/2018;0;2;2;2;3;RASTER;0;HORIZONTAL;288;224;60.000000;joystick (8-way);CRT 15kHz;M68000,Z80;maincpu M68000 @8 MHz, audiocpu Z80 @4 MHz, cpub M68000 @8 MHz, adpcm Z80 @4 MHz;Speaker,YM2203 OPN,MSM5205,Volume Filter;lspeaker Speaker, rspeaker Speaker, ym1 YM2203 OPN @4 MHz, ym2 YM2203 OPN @4 MHz, msm MSM5205 @0.384 MHz, filter0.0l Volume Filter, filter0.0r Volume Filter, filter0.1l Volume Filter, filter0.1r Volume Filter, filter0.2l Volume Filter, filter0.2r Volume Filter, filter0.3l Volume Filter, filter0.3r Volume Filter, filter1.0l Volume Filter, filter1.0r Volume Filter, filter1.1l Volume Filter, filter1.1r Volume Filter, filter1.2l Volume Filter, filter1.2r Volume Filter, filter1.3l Volume Filter, filter1.3r Volume Filter, msm5205.l Volume Filter, msm5205.r Volume Filter;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Shooter / Flying Horizontal;Shooter;Darius;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=XBgIbPLnjgw;https://www.youtube.com/watch?v=Piq_ht5p_6g;0;NO;NO;NO;NO;English;70 to 80 (Good);1986;1986;NO
dariusg;Darius Gaiden - Silver Hawk (Ver 2.5O 1994/09/19);1994;Taito Corporation Japan;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;taito_f3.cpp;Mame 0.37b15 (0.51);24/05/2001;Mame 0.194;31/01/2018;0;4;4;2;1;RASTER;0;HORIZONTAL;320;232;58.970000;joystick (8-way),dial;CRT 15kHz;M68EC020,M68000;maincpu M68EC020 @16 MHz, taito_en:audiocpu M68000 @15.23805 MHz;Speaker,Ensoniq ES5505;taito_en:lspeaker Speaker, taito_en:rspeaker Speaker, taito_en:ensoniq Ensoniq ES5505 @15.23805 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Shooter / Flying Horizontal;Shooter;Darius;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=37YwkW9q3Fo;-;0;NO;NO;NO;NO;English;70 to 80 (Good);1994;1994;NO
dariusgx;Darius Gaiden - Silver Hawk Extra Version (Ver 2.7J 1995/03/06) (Official Hack);1994;Taito Corporation;YES;dariusg;NO;dariusg;-;YES;NO;NO;-;NO;YES;NO;NO;taito_f3.cpp;Mame 0.37b15 (0.51);24/05/2001;Mame 0.194;31/01/2018;0;4;4;2;1;RASTER;0;HORIZONTAL;320;232;58.970000;joystick (8-way),dial;CRT 15kHz;M68EC020,M68000;maincpu M68EC020 @16 MHz, taito_en:audiocpu M68000 @15.23805 MHz;Speaker,Ensoniq ES5505;taito_en:lspeaker Speaker, taito_en:rspeaker Speaker, taito_en:ensoniq Ensoniq ES5505 @15.23805 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Shooter / Flying Horizontal;Shooter;Darius;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=eAXn_HHqvQE;-;0;NO;NO;NO;YES;English;70 to 80 (Good);-;70 to 80 (Good);NO
ddragon;Double Dragon (Japan);1987;Technos Japan;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;ddragon.cpp;Mame 0.33b3;17/05/1998;Mame 0.194;31/01/2018;0;3;2;1;1;RASTER;0;HORIZONTAL;256;240;57.444853;joystick (8-way);CRT 15kHz;HD6309,HD63701,MC6809;maincpu HD6309 @12 MHz, sub HD63701 @6 MHz, soundcpu MC6809 @6 MHz;Speaker,Yamaha YM2151 OPM,MSM5205;mono Speaker, fmsnd Yamaha YM2151 OPM @3.579545 MHz, adpcm1 MSM5205 @0.375 MHz, adpcm2 MSM5205 @0.375 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Fighter / 2.5D;Fighter;Double Dragon;Japanese;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=wFQ3H5ijih4;-;0;NO;NO;YES;YES;Japanese;80 to 90 (Very Good);1987;Cocktail, Upright;NO
ddragon2;Double Dragon II - The Revenge (World);1988;Technos Japan;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;ddragon.cpp;Mame 0.33b3;17/05/1998;Mame 0.194;31/01/2018;0;3;2;1;1;RASTER;0;HORIZONTAL;256;240;57.444853;joystick (8-way);CRT 15kHz;HD6309,Z80;maincpu HD6309 @12 MHz, sub Z80 @4 MHz, soundcpu Z80 @3.579545 MHz;Speaker,Yamaha YM2151 OPM,OKI MSM6295 ADPCM;mono Speaker, fmsnd Yamaha YM2151 OPM @3.579545 MHz, oki OKI MSM6295 ADPCM @1.56 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Fighter / 2.5D;Fighter;Double Dragon;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=9-5K7pOQzGc;-;0;NO;NO;NO;YES;English;70 to 80 (Good);-;Cocktail, Upright;NO
ddragon3;Double Dragon 3 - The Rosetta Stone (US);1990;Technos Japan;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;ddragon3.cpp;Mame 0.36rc1;26/02/2000;Mame 0.194;31/01/2018;0;3;2;2;1;RASTER;0;HORIZONTAL;320;240;57.444853;joystick (8-way);CRT 15kHz;M68000,Z80;maincpu M68000 @10 MHz, audiocpu Z80 @3.579545 MHz;Speaker,Yamaha YM2151 OPM,OKI MSM6295 ADPCM;lspeaker Speaker, rspeaker Speaker, ym2151 Yamaha YM2151 OPM @3.579545 MHz, oki OKI MSM6295 ADPCM @1.56 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Fighter / 2.5D;Fighter;Double Dragon;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;3P sim;-;https://www.youtube.com/watch?v=9JJT60HPUbg;-;0;NO;NO;NO;NO;English;50 to 60 (Not Good Enough);-;50 to 60 (Not Good Enough);NO
ddsom;Dungeons & Dragons: Shadow over Mystara (Euro 960619);1996;Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;cps2.cpp;Mame 0.37b15 (0.51);24/05/2001;Mame 0.194;31/01/2018;0;4;4;2;1;RASTER;0;HORIZONTAL;384;224;59.637405;joystick (8-way);CRT 15kHz;M68000,Z80,DSP16;maincpu M68000 @16 MHz, audiocpu Z80 @8 MHz, qsound:qsound DSP16 @4 MHz;Speaker,Q-Sound;lspeaker Speaker, rspeaker Speaker, qsound Q-Sound @4 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Fighter / 2.5D;Fighter;Dungeons & Dragons;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;4P sim;-;https://www.youtube.com/watch?v=-9dkKevxXuM;-;0;NO;NO;NO;NO;English;70 to 80 (Good);1996;1996;NO
ddtod;Dungeons & Dragons: Tower of Doom (Euro 940412);1993;Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;cps2.cpp;Mame 0.37b12 (0.48);15/02/2001;Mame 0.194;31/01/2018;0;4;4;2;1;RASTER;0;HORIZONTAL;384;224;59.637405;joystick (8-way);CRT 15kHz;M68000,Z80,DSP16;maincpu M68000 @16 MHz, audiocpu Z80 @8 MHz, qsound:qsound DSP16 @4 MHz;Speaker,Q-Sound;lspeaker Speaker, rspeaker Speaker, qsound Q-Sound @4 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Fighter / 2.5D;Fighter;Dungeons & Dragons;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;4P sim;-;https://www.youtube.com/watch?v=QG2_9ZhnDyA;-;0;NO;NO;YES;NO;English;80 to 90 (Very Good);-;80 to 90 (Very Good);NO
defender;Defender (Red label);1980;Williams;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;williams.cpp;Mame 0.24;13/06/1997;Mame 0.194;31/01/2018;0;5;3;1;1;RASTER;0;HORIZONTAL;292;240;60.096154;joystick (2-way);CRT 15kHz;MC6809E,M6808;maincpu MC6809E @1 MHz, soundcpu M6808 @3.579545 MHz;Speaker,MC1408;speaker Speaker, dac MC1408;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Shooter / Flying Horizontal;Shooter;Defender;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;https://archive.org/details/arcade_defender;https://www.youtube.com/watch?v=Dn1RoM1ZQCc;-;0;NO;NO;NO;NO;English;90 to 100 (Best Games);1980;1980;NO
digdug;Dig Dug (rev 2);1982;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;galaga.cpp;Mame 0.26;14/07/1997;Mame 0.194;31/01/2018;0;1;2;1;1;RASTER;90;VERTICAL;288;224;60.606061;joystick (4-way);CRT 15kHz;Z80,MB8843;maincpu Z80 @3.72 MHz, sub Z80 @3.72 MHz, sub2 Z80 @3.72 MHz, 51xx:mcu MB8843 @1.536 MHz, 53xx:mcu MB8843 @1.536 MHz;Speaker,Namco;mono Speaker, namco Namco @0.96 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Maze / Digging;Maze;Dig Dug;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;https://www.youtube.com/watch?v=zKdkCijjYTc;-;80;NO;NO;NO;NO;English;90 to 100 (Best Games);1982;Cocktail, Upright;NO
digdug2;Dig Dug II (New Ver.);1985;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;mappy.cpp;Mame 0.27;10/08/1997;Mame 0.194;31/01/2018;0;2;2;1;1;RASTER;90;VERTICAL;288;224;60.606061;joystick (4-way);CRT 15kHz;MC6809E;maincpu MC6809E @1.536 MHz, sub MC6809E @1.536 MHz;Speaker,Namco 15xx;speaker Speaker, namco Namco 15xx @0.24 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Maze / Collect;Maze;Dig Dug;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;https://www.youtube.com/watch?v=fUcx7jg06W8;-;0;NO;NO;NO;NO;English;80 to 90 (Very Good);-;Cocktail, Upright;NO
dino;Cadillacs and Dinosaurs (World 930201);1993;Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;cps1.cpp;Mame 0.35b3;15/02/1999;Mame 0.194;31/01/2018;0;2;3;2;1;RASTER;0;HORIZONTAL;384;224;59.637405;joystick (8-way);CRT 15kHz;M68000,Z80,DSP16;maincpu M68000 @12 MHz, audiocpu Z80 @8 MHz, qsound:qsound DSP16 @4 MHz;Speaker,Q-Sound;lspeaker Speaker, rspeaker Speaker, qsound Q-Sound @4 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Fighter / 2.5D;Fighter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;3P sim;-;https://www.youtube.com/watch?v=nU1GOUNAo4Y;-;70;NO;NO;YES;NO;English;70 to 80 (Good);-;70 to 80 (Good);NO
dkong;Donkey Kong (US set 1);1981;Nintendo of America;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;dkong.cpp;Mame 0.3;13/02/1997;Mame 0.194;31/01/2018;0;1;1;1;1;RASTER;90;VERTICAL;256;224;60.606061;joystick (4-way);CRT 15kHz;Z80,Intel 8257 DMA Controller,MB8884;maincpu Z80 @3.72 MHz, dma8257 Intel 8257 DMA Controller @3.72 MHz, soundcpu MB8884 @6 MHz;Speaker,Discrete Sound;mono Speaker, discrete Discrete Sound;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Platform / Run Jump;Platform;Donkey Kong;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;https://www.youtube.com/watch?v=qUb97eM45UA;-;80;NO;NO;YES;NO;English;90 to 100 (Best Games);1981;Cocktail, Upright;NO
dkong3;Donkey Kong 3 (US);1983;Nintendo of America;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;dkong.cpp;Mame 0.11;16/03/1997;Mame 0.194;31/01/2018;0;1;3;1;1;RASTER;90;VERTICAL;256;224;60.606061;joystick (4-way);CRT 15kHz;Z80,N2A03;maincpu Z80 @4 MHz, n2a03a N2A03 @1.789772 MHz, n2a03b N2A03 @1.789772 MHz;N2A03 APU,Speaker;n2a03a:nesapu N2A03 APU @1.789772 MHz, n2a03b:nesapu N2A03 APU @1.789772 MHz, mono Speaker;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Platform / Run Jump;Platform;Donkey Kong;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;https://www.youtube.com/watch?v=151dtX9ClOM;-;0;NO;NO;NO;NO;English;70 to 80 (Good);1983;Cocktail, Upright;NO
dkongjr;Donkey Kong Junior (US set F-2);1982;Nintendo of America;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;dkong.cpp;Mame 0.5;20/02/1997;Mame 0.194;31/01/2018;0;1;1;1;1;RASTER;90;VERTICAL;256;224;60.606061;joystick (4-way);CRT 15kHz;Z80,Intel 8257 DMA Controller,MB8884;maincpu Z80 @3.72 MHz, dma8257 Intel 8257 DMA Controller @3.72 MHz, soundcpu MB8884 @6 MHz;Speaker,Discrete Sound;mono Speaker, discrete Discrete Sound;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Platform / Run Jump;Platform;Donkey Kong;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;https://www.youtube.com/watch?v=v9yfoHrUzzc;-;0;NO;NO;NO;NO;English;90 to 100 (Best Games);1982;Cocktail, Upright;NO
docastle;Mr. Do's Castle (set 1);1983;Universal;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;docastle.cpp;Mame 0.12;23/03/1997;Mame 0.194;31/01/2018;0;2;2;1;1;RASTER;270;VERTICAL;240;192;59.659091;joystick (4-way);CRT 15kHz;Z80;maincpu Z80 @4 MHz, slave Z80 @4 MHz, cpu3 Z80 @4 MHz;Speaker,SN76489A;mono Speaker, sn1 SN76489A @4 MHz, sn2 SN76489A @4 MHz, sn3 SN76489A @4 MHz, sn4 SN76489A @4 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;PRELIMINARY;GOOD;GOOD;-;Platform / Run Jump;Platform;Mr. Do!;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;https://archive.org/details/arcade_docastle;https://www.youtube.com/watch?v=fuLy-0ACRls;-;0;NO;NO;NO;NO;English;90 to 100 (Best Games);-;Cocktail, Upright;NO
donpachi;DonPachi (US);1995;Cave (Atlus license);YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;cave.cpp;Mame 0.37b8 (0.44);02/10/2000;Mame 0.194;31/01/2018;0;3;2;1;1;RASTER;270;VERTICAL;320;240;57.550645;joystick (8-way);CRT 15kHz;M68000;maincpu M68000 @16 MHz;Speaker,OKI MSM6295 ADPCM;mono Speaker, oki1 OKI MSM6295 ADPCM @1.56 MHz, oki2 OKI MSM6295 ADPCM @2.112 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Shooter / Flying Vertical;Shooter;DonPachi;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=6-fzFBUF9iw;-;0;NO;NO;YES;NO;English;90 to 100 (Best Games);1995;1995;NO
dstlk;Darkstalkers: The Night Warriors (Euro 940705);1994;Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;cps2.cpp;Mame 0.37b12 (0.48);15/02/2001;Mame 0.194;31/01/2018;0;6;2;2;1;RASTER;0;HORIZONTAL;384;224;59.637405;joystick (8-way);CRT 15kHz;M68000,Z80,DSP16;maincpu M68000 @16 MHz, audiocpu Z80 @8 MHz, qsound:qsound DSP16 @4 MHz;Speaker,Q-Sound;lspeaker Speaker, rspeaker Speaker, qsound Q-Sound @4 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Fighter / Versus;Fighter;Darkstalkers;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=x2oDdQlNXTc;-;80;NO;NO;NO;NO;English;80 to 90 (Very Good);-;80 to 90 (Very Good);NO
