name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof;is_runnable;is_device;is_bios;biosof;is_mechanical;is_arcade;use_chds;savestate;source_file;first_emulator;first_emulator_date;last_emulator;last_emulator_date;players;buttons;coins;sound_channels;screens;display_type;display_rotate;screen_orientation;display_width;display_height;display_refresh;input_controls;monitor_type;chips_cpu;chips_cpu_details;chips_audio;chips_audio_details;driver_status;driver_emulation;driver_color;driver_sound;driver_graphic;driver_cocktail;driver_protection;dump_status;device_types;category;genre;serie;language;colors;has_device_refs;has_roms;has_disks;has_dip_switches;has_bios_sets;has_configs;has_ports;has_devices;has_slots;has_adjusters;has_soft_lists;has_ram_opts;has_cheats;nplayers;url_playonline;url_shortplays;url_shortplay_ms;game_rate;mature;on_top_score;on_bacheca_record;on_arcaworld;lang2;ranking;bestgame;alltime;cabinets
choplift;Choplifter (8751 315-5151);1985;Sega (licensed from Dan Gorlin);YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;system1.cpp;Mame 0.130u3;09/04/2009;Mame 0.195;28/02/2018;0;2;2;1;1;RASTER;0;HORIZONTAL;512;224;60.096154;joystick (8-way);CRT 15kHz;Z80,I8751;maincpu Z80 @20 MHz, soundcpu Z80 @4 MHz, mcu I8751 @8 MHz;Speaker,SN76489A;mono Speaker, sn1 SN76489A @2 MHz, sn2 SN76489A @4 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;NODUMP;-;Shooter / Flying Horizontal;Shooter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;https://www.youtube.com/watch?v=tuaerI0tMPI;-;0;NO;NO;NO;NO;English;80 to 90 (Very Good);1985;Cocktail, Upright;NO
ckongpt2;Crazy Kong Part II (set 1);1981;Falcon;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;cclimber.cpp;Mame 0.138u3;06/07/2010;Mame 0.195;28/02/2018;0;1;2;1;1;RASTER;270;VERTICAL;256;224;60.000000;joystick (4-way);CRT 15kHz;Z80;maincpu Z80 @3.72 MHz;Speaker,AY-3-8910A PSG,Samples;speaker Speaker, cclimber_audio:aysnd AY-3-8910A PSG @1.536 MHz, cclimber_audio:samples Samples;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Platform / Run Jump;Platform;Crazy Kong;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;https://www.youtube.com/watch?v=eCi-LLMOWjg;-;0;NO;NO;NO;NO;English;70 to 80 (Good);-;Cocktail, Upright;NO
cliffhgr;Cliff Hanger (set 1);1983;Stern Electronics;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;YES;NO;cliffhgr.cpp;Mame 0.111u4;18/01/2007;Mame 0.195;28/02/2018;0;2;2;2;1;RASTER;0;HORIZONTAL;704;480;59.940057;joystick (8-way),only_buttons;CRT 31kHz;Z80,I8049;maincpu Z80 @4 MHz, laserdisc:pr8210 I8049 @4.41 MHz;Pioneer PR-8210,Speaker,Discrete Sound;laserdisc Pioneer PR-8210, lspeaker Speaker, rspeaker Speaker, discrete Discrete Sound;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Platform / Run Jump;Platform;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;https://www.youtube.com/watch?v=kSJwyt6SwhU;-;0;NO;NO;NO;NO;English;50 to 60 (Not Good Enough);1983;1983;YES
cndypuzl;Candy Puzzle (v1.0);1995;CD Express;YES;cubo;NO;-;-;YES;NO;NO;cubo;NO;YES;YES;NO;cubo.cpp;Mame 0.112u2;18/02/2007;Mame 0.195;28/02/2018;0;1;1;2;1;RASTER;0;HORIZONTAL;724;567;49.890391;joystick (8-way),lightgun;CRT 31kHz;M68EC020,MOS 8520 CIA;maincpu M68EC020 @14.18758 MHz, cia_0 MOS 8520 CIA @0.709379 MHz, cia_1 MOS 8520 CIA @0.709379 MHz;Speaker,8364 Paula,CD/DA;lspeaker Speaker, rspeaker Speaker, amiga 8364 Paula @3.546895 MHz, cdda CD/DA;IMPERFECT;GOOD;GOOD;IMPERFECT;IMPERFECT;UNKNOWN;GOOD;BADDUMP;cdrom;Puzzle / Toss;Puzzle;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=yLEX-oBiw8Q;-;0;NO;NO;NO;NO;English;60 to 70 (Passable);-;60 to 70 (Passable);NO
combatsc;Combat School (joystick);1988;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;combatsc.cpp;Mame 0.135u4;23/12/2009;Mame 0.195;28/02/2018;0;2;3;1;1;RASTER;0;HORIZONTAL;256;224;59.185606;joystick (8-way);CRT 15kHz;HD6309,Z80;maincpu HD6309 @12 MHz, audiocpu Z80 @3.579545 MHz;Speaker,YM2203 OPN,NEC uPD7759;mono Speaker, ymsnd YM2203 OPN @3 MHz, upd NEC uPD7759 @0.64 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;NODUMP;-;Sports / Track & Field;Sports;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=RK8zQfn32y4;-;0;NO;NO;YES;NO;English;50 to 60 (Not Good Enough);1988;Cocktail, Upright;NO
combh;Combat Hawk;1987;Sanritsu / Sega;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;bankp.cpp;Mame 0.114u1;12/04/2007;Mame 0.195;28/02/2018;0;3;2;1;1;RASTER;270;VERTICAL;224;224;61.034091;joystick (2-way);CRT 15kHz;Z80;maincpu Z80 @2.57808 MHz;Speaker,SN76489;mono Speaker, sn1 SN76489 @2.57808 MHz, sn2 SN76489 @2.57808 MHz, sn3 SN76489 @2.57808 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;NODUMP;-;Shooter / 1st Person;Shooter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;https://www.youtube.com/watch?v=2eN9T0e3W8o;-;0;NO;NO;NO;NO;English;50 to 60 (Not Good Enough);-;Cocktail, Upright;NO
commandw;Command War - Super Special Battle & War Game (Ver 0.0J, prototype);1992;Taito Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;taito_f3.cpp;Mame 0.86u5;15/09/2004;Mame 0.195;28/02/2018;0;4;4;2;1;RASTER;0;HORIZONTAL;320;224;58.970000;joystick (8-way),dial;CRT 15kHz;M68EC020,M68000,ES5510;maincpu M68EC020 @16 MHz, taito_en:audiocpu M68000 @15.23805 MHz, taito_en:esp ES5510 @10 MHz;Ensoniq 5505/5506 to 5510 interface,Speaker,Ensoniq ES5505;taito_en:pump Ensoniq 5505/5506 to 5510 interface @0.29761 MHz, taito_en:lspeaker Speaker, taito_en:rspeaker Speaker, taito_en:ensoniq Ensoniq ES5505 @15.23805 MHz;IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;UNKNOWN;GOOD;GOOD;-;Fighter / Versus;Fighter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=bAf2l5gfb_U;-;0;NO;NO;NO;NO;English;50 to 60 (Not Good Enough);-;50 to 60 (Not Good Enough);NO
cookbib;Cookie & Bibi (set 1);1995;SemiCom;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;tumbleb.cpp;Mame 0.94u5;22/03/2005;Mame 0.195;28/02/2018;0;2;2;1;1;RASTER;0;HORIZONTAL;320;240;60.000000;joystick (8-way);CRT 15kHz;M68000,Z80;maincpu M68000 @15 MHz, audiocpu Z80 @3.75 MHz;Speaker,Yamaha YM2151 OPM,OKI MSM6295 ADPCM;mono Speaker, ymsnd Yamaha YM2151 OPM @3.75 MHz, oki OKI MSM6295 ADPCM @1.24 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;NODUMP;-;Puzzle / Toss;Puzzle;Cookie & Bibi;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=PlMZr7yiGao;-;0;NO;NO;NO;NO;English;50 to 60 (Not Good Enough);-;50 to 60 (Not Good Enough);NO
cookbib3;Cookie & Bibi 3;1997;SemiCom;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;snowbros.cpp;Mame 0.99u8;09/09/2005;Mame 0.195;28/02/2018;0;3;2;1;1;RASTER;0;HORIZONTAL;256;224;57.500000;joystick (8-way);CRT 15kHz;M68000,Z80;maincpu M68000 @12 MHz, soundcpu Z80 @4 MHz;Speaker,Yamaha YM2151 OPM,OKI MSM6295 ADPCM;mono Speaker, ymsnd Yamaha YM2151 OPM @4 MHz, oki OKI MSM6295 ADPCM @1 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;NODUMP;-;Puzzle / Toss;Puzzle;Cookie & Bibi;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=97JHprmsceM;-;0;NO;NO;NO;NO;English;50 to 60 (Not Good Enough);-;50 to 60 (Not Good Enough);YES
coolmini;Cool Minigame Collection;1999;SemiCom;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;vamphalf.cpp;Mame 0.86;22/08/2004;Mame 0.195;28/02/2018;0;4;2;2;1;RASTER;0;HORIZONTAL;320;236;60.000000;joystick (8-way);CRT 15kHz;E1-16T;maincpu E1-16T @50 MHz;Speaker,Yamaha YM2151 OPM,OKI MSM6295 ADPCM;lspeaker Speaker, rspeaker Speaker, ymsnd Yamaha YM2151 OPM @3.5 MHz, oki1 OKI MSM6295 ADPCM @1.75 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Multiplay / Mini-Games;Multiplay;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=TYEd6YwJCsg;-;0;NO;NO;NO;NO;English;70 to 80 (Good);-;70 to 80 (Good);NO
coolridr;Cool Riders;1995;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;coolridr.cpp;Mame 0.86;22/08/2004;Mame 0.195;28/02/2018;0;4;2;2;2;RASTER;0;HORIZONTAL;496;384;60.000000;paddle,pedal;CRT 25kHz;SH-2,M68000,SH-1;maincpu SH-2 @28.636363 MHz, soundcpu M68000 @11.2896 MHz, sub SH-1 @16 MHz;Speaker,YMF292-F SCSP;lspeaker Speaker, rspeaker Speaker, scsp1 YMF292-F SCSP, scsp2 YMF292-F SCSP;IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;UNKNOWN;GOOD;GOOD;-;Driving / Race (chase view) Bike;Driving;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=MdfwqAJ407s;https://www.youtube.com/watch?v=5dM5ltJiSIY;0;NO;NO;NO;NO;English;70 to 80 (Good);1995;1995;NO
crazywar;Crazy War;2002;Eolith;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;vegaeo.cpp;Mame 0.112u3;25/02/2007;Mame 0.195;28/02/2018;0;2;1;2;1;RASTER;0;HORIZONTAL;320;240;60.000000;joystick (8-way);CRT 15kHz;GMS30C2132,I8052;maincpu GMS30C2132 @55 MHz, qs1000:cpu I8052 @24 MHz;Speaker,QS1000;lspeaker Speaker, rspeaker Speaker, qs1000 QS1000 @24 MHz;IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;UNKNOWN;GOOD;GOOD;-;Maze / Digging;Maze;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=5BEZqPSsqTE;-;0;NO;NO;NO;NO;English;70 to 80 (Good);-;70 to 80 (Good);NO
crgolfhi;Crowns Golf in Hawaii;1985;Nasco Japan;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;crgolf.cpp;Mame 0.103u4;26/01/2006;Mame 0.195;28/02/2018;0;6;1;1;1;RASTER;0;HORIZONTAL;256;240;60.000000;joystick (2-way),joystick (analog);CRT 15kHz;Z80;maincpu Z80 @3.72 MHz, audiocpu Z80 @3.72 MHz;Speaker,AY-3-8910A PSG,MSM5205;mono Speaker, aysnd AY-3-8910A PSG @1.536 MHz, msm MSM5205 @0.384 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Sports / Golf;Sports;Crown Golf;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;https://www.youtube.com/watch?v=D0J7NNt-jG8;-;0;NO;NO;NO;NO;English;10 to 20 (Horrible);-;Cocktail, Upright;NO
critcrsh;Critter Crusher (EA 951204 V1.000);1995;Sega;YES;stvbios;NO;-;-;YES;NO;NO;stvbios;NO;YES;NO;NO;stv.cpp;Mame 0.103;30/12/2005;Mame 0.195;28/02/2018;0;1;2;2;1;RASTER;0;HORIZONTAL;352;224;59.764802;lightgun;CRT 15kHz;SH-2,M68000,Sega SCUDSP;maincpu SH-2 @28.636362 MHz, slave SH-2 @28.636362 MHz, audiocpu M68000 @11.2896 MHz, scu:scudsp Sega SCUDSP @14.318181 MHz;Speaker,YMF292-F SCSP;lspeaker Speaker, rspeaker Speaker, scsp YMF292-F SCSP;IMPERFECT;GOOD;GOOD;IMPERFECT;IMPERFECT;UNKNOWN;GOOD;GOOD;-;Whac-A-Mole / Shooter;Whac-A-Mole;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;1P;-;https://www.youtube.com/watch?v=Vf6k0V7-z40;-;0;NO;NO;NO;NO;English;50 to 60 (Not Good Enough);-;50 to 60 (Not Good Enough);NO
crusherm;Crusher Makochan (Japan);1999;Takumi;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;cave.cpp;Mame 0.137u1;25/03/2010;Mame 0.195;28/02/2018;0;2;3;1;1;RASTER;0;HORIZONTAL;318;239;57.550645;only_buttons;CRT 15kHz;M68000;maincpu M68000 @16 MHz;Speaker,Yamaha YMZ280B PCMD8;mono Speaker, ymz Yamaha YMZ280B PCMD8 @16.9344 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Fighter / Versus;Fighter;-;Japanese;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;1P;-;https://www.youtube.com/watch?v=sH71B4Keb7E;-;0;NO;NO;NO;NO;Japanese;40 to 50 (Decent);-;40 to 50 (Decent);NO
crysking;The Crystal of Kings;2001;BrezzaSoft;YES;crysbios;NO;-;-;YES;NO;NO;crysbios;NO;YES;NO;NO;crystal.cpp;Mame 0.90;04/01/2005;Mame 0.195;28/02/2018;0;4;2;2;1;RASTER;0;HORIZONTAL;640;480;60.000000;joystick (8-way);CRT 31kHz;SE3208;maincpu SE3208 @43 MHz;Speaker,VRender0;lspeaker Speaker, rspeaker Speaker, vrender VRender0;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Fighter / 2.5D;Fighter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=3CXWNeb4Fbs;-;0;NO;NO;NO;NO;English;40 to 50 (Decent);2001;2001;YES
cubeqst;Cube Quest (01/04/84);1983;Simutrek;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;YES;NO;cubeqst.cpp;Mame 0.127;19/08/2008;Mame 0.195;28/02/2018;0;3;3;2;1;RASTER;0;HORIZONTAL;704;480;59.940057;trackball;CRT 31kHz;M68000,Cube Quest Rotate CPU,Cube Quest Line CPU,Cube Quest Sound CPU,I8748,I8049;main_cpu M68000 @8 MHz, rotate_cpu Cube Quest Rotate CPU @5 MHz, line_cpu Cube Quest Line CPU @5 MHz, sound_cpu Cube Quest Sound CPU @5 MHz, laserdisc:simutrek I8748 @6 MHz, laserdisc:pr8210 I8049 @4.41 MHz;Simutrek Modified PR-8210,Speaker,AD7521;laserdisc Simutrek Modified PR-8210, lspeaker Speaker, rspeaker Speaker, rdac0 AD7521, ldac0 AD7521, rdac1 AD7521, ldac1 AD7521, rdac2 AD7521, ldac2 AD7521, rdac3 AD7521, ldac3 AD7521, rdac4 AD7521, ldac4 AD7521, rdac5 AD7521, ldac5 AD7521, rdac6 AD7521, ldac6 AD7521, rdac7 AD7521, ldac7 AD7521;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Shooter / Flying;Shooter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;1P;-;https://www.youtube.com/watch?v=JB1Cqz-1VUg;-;0;NO;NO;NO;NO;English;70 to 80 (Good);1983;1983;NO
cybertnk;Cyber Tank (v1.4);1988;Coreland;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;cybertnk.cpp;Mame 0.96u3;24/05/2005;Mame 0.195;28/02/2018;0;2;2;2;2;RASTER;0;HORIZONTAL;256;224;60.000000;paddle,pedal,joystick (analog);CRT 15kHz;M68000,Z80;maincpu M68000 @10 MHz, slave M68000 @10 MHz, audiocpu Z80 @3.579545 MHz;Speaker,Y8950 MSX-Audio;lspeaker Speaker, rspeaker Speaker, ym1 Y8950 MSX-Audio @3.579545 MHz, ym2 Y8950 MSX-Audio @3.579545 MHz;IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;UNKNOWN;GOOD;GOOD;-;Shooter / 3rd Person;Shooter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=T2qRoAig4WQ;https://www.youtube.com/watch?v=23m53YwgUZs;0;NO;NO;NO;NO;English;60 to 70 (Passable);1988;1988;NO
cyclemb;Cycle Maabou (Japan);1984;Taito Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;cyclemb.cpp;Mame 0.136;31/12/2009;Mame 0.195;28/02/2018;0;1;1;1;1;RASTER;0;HORIZONTAL;256;224;60.000000;paddle;CRT 15kHz;Z80;maincpu Z80 @6 MHz, audiocpu Z80 @3 MHz;Speaker,YM2203 OPN;mono Speaker, ymsnd YM2203 OPN @1.5 MHz;IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;PRELIMINARY;GOOD;GOOD;-;Platform / Run, Jump & Scrolling;Platform;-;Japanese;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;https://www.youtube.com/watch?v=ctdQQUvwszY;-;0;NO;NO;NO;NO;Japanese;50 to 60 (Not Good Enough);1984;Cocktail, Upright;YES
cyclwarr;Cycle Warriors (rev C);1991;Tatsumi;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;tatsumi.cpp;Mame 0.87u1;29/09/2004;Mame 0.195;28/02/2018;0;3;4;2;1;RASTER;0;HORIZONTAL;320;240;60.000000;joystick (8-way);CRT 15kHz;M68000,Z80;maincpu M68000 @12.5 MHz, sub M68000 @12.5 MHz, audiocpu Z80 @4 MHz;Speaker,Yamaha YM2151 OPM,OKI MSM6295 ADPCM;lspeaker Speaker, rspeaker Speaker, ymsnd Yamaha YM2151 OPM @4 MHz, oki OKI MSM6295 ADPCM @2 MHz;IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;UNKNOWN;GOOD;GOOD;-;Fighter / Misc.;Fighter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;4P sim;-;https://www.youtube.com/watch?v=fGWAbaKBmJY;-;0;NO;NO;NO;NO;English;30 to 40 (Amendable);-;30 to 40 (Amendable);NO
daikaiju;Daikaiju no Gyakushu;1986;Taito;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;lsasquad.cpp;Mame 0.106u3;01/06/2006;Mame 0.195;28/02/2018;0;2;2;1;1;RASTER;270;VERTICAL;256;224;60.000000;joystick (8-way);CRT 15kHz;Z80,MC68705P5;maincpu Z80 @6 MHz, audiocpu Z80 @3 MHz, bmcu:mcu MC68705P5 @3 MHz;Speaker,YM2149 SSG,YM2203 OPN;mono Speaker, aysnd YM2149 SSG @3 MHz, ymsnd YM2203 OPN @3 MHz;IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;UNKNOWN;GOOD;GOOD;-;Shooter / Field;Shooter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;https://www.youtube.com/watch?v=qlUDVNxD0SY;-;0;NO;NO;NO;NO;English;50 to 60 (Not Good Enough);-;Cocktail, Upright;NO
dambustr;Dambusters (US, set 1);1981;South West Research;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;dambustr.cpp;Mame 0.92;13/02/2005;Mame 0.195;28/02/2018;0;3;2;1;1;RASTER;90;VERTICAL;256;224;60.606061;joystick (4-way);CRT 15kHz;Z80;maincpu Z80 @3.72 MHz;Speaker,Galaxian Custom Sound,Discrete Sound;speaker Speaker, cust Galaxian Custom Sound, discrete Discrete Sound;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Shooter / Flying Horizontal;Shooter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;https://www.youtube.com/watch?v=fmKHmWGPV24;-;0;NO;NO;NO;NO;English;30 to 40 (Amendable);-;30 to 40 (Amendable);NO
darkhleg;Dark Horse Legend (GX706 VER. JAA);1998;Konami;YES;sys573;NO;-;-;YES;NO;NO;sys573;NO;YES;YES;NO;ksys573.cpp;Mame 0.109u4;26/10/2006;Mame 0.195;28/02/2018;0;6;2;2;1;RASTER;0;HORIZONTAL;640;480;60.000000;joystick (8-way);CRT 31kHz;CXD8530CQ;maincpu CXD8530CQ @67.7376 MHz;CD/DA,Speaker,PlayStation SPU;ata:0:cr589:cdda CD/DA, lspeaker Speaker, rspeaker Speaker, spu PlayStation SPU @33.8688 MHz;IMPERFECT;GOOD;GOOD;IMPERFECT;IMPERFECT;UNKNOWN;GOOD;NODUMP;cdrom;Sports / Horse Racing;Sports;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=jBGEnVpsuRM;-;0;NO;NO;NO;NO;English;70 to 80 (Good);-;70 to 80 (Good);NO
darkmist;The Lost Castle In Darkmist;1986;Seibu Kaihatsu (Taito license);YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;darkmist.cpp;Mame 0.96u3;24/05/2005;Mame 0.195;28/02/2018;0;2;2;1;1;RASTER;270;VERTICAL;256;224;60.000000;joystick (8-way);CRT 15kHz;Z80;maincpu Z80 @4 MHz, t5182:t5182_z80 Z80 @3.579545 MHz;Speaker,Yamaha YM2151 OPM;mono Speaker, ymsnd Yamaha YM2151 OPM @3.579545 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;PRELIMINARY;GOOD;GOOD;-;Platform / Fighter Scrolling;Platform;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;https://www.youtube.com/watch?v=qFwHqjksxEU;-;0;NO;NO;NO;NO;English;70 to 80 (Good);-;Cocktail, Upright;YES
dbldynj;The Double Dynamites (Japan, 13NOV89);1989;Seibu Kaihatsu;YES;dynduke;NO;dynduke;-;YES;NO;NO;-;NO;YES;NO;YES;dynduke.cpp;Mame 0.103;30/12/2005;Mame 0.195;28/02/2018;0;3;2;1;1;RASTER;0;HORIZONTAL;256;224;60.000000;joystick (8-way);CRT 15kHz;V30,Z80;maincpu V30 @8 MHz, slave V30 @8 MHz, audiocpu Z80 @3.579545 MHz;Speaker,YM3812 OPL2,OKI MSM6295 ADPCM;mono Speaker, ymsnd YM3812 OPL2 @3.579545 MHz, oki OKI MSM6295 ADPCM @1.32 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;NODUMP;-;Shooter / 3rd Person;Shooter;-;Japanese;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;2P sim;-;https://www.youtube.com/watch?v=eHmDisTxueg;-;0;NO;NO;NO;NO;Japanese;70 to 80 (Good);-;Cocktail, Upright;NO
dblewing;Double Wings;1993;Mitchell;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;dblewing.cpp;Mame 0.84;02/07/2004;Mame 0.195;28/02/2018;0;3;2;1;1;RASTER;90;VERTICAL;320;240;58.443000;joystick (8-way);CRT 15kHz;M68000,Z80;maincpu M68000 @14 MHz, audiocpu Z80 @3.58 MHz;Speaker,Yamaha YM2151 OPM,OKI MSM6295 ADPCM;mono Speaker, ymsnd Yamaha YM2151 OPM @3.58 MHz, oki OKI MSM6295 ADPCM @1 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Shooter / Flying Vertical;Shooter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=k5Ov3RjDP8o;-;0;NO;NO;NO;YES;English;70 to 80 (Good);-;70 to 80 (Good);NO
ddayjlc;D-Day (Jaleco set 1);1984;Jaleco;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;ddayjlc.cpp;Mame 0.81;01/04/2004;Mame 0.195;28/02/2018;0;4;2;1;1;RASTER;90;VERTICAL;256;224;60.000000;joystick (8-way);CRT 15kHz;Z80;maincpu Z80 @4 MHz, audiocpu Z80 @3 MHz;Speaker,AY-3-8910A PSG;mono Speaker, ay1 AY-3-8910A PSG @2 MHz, ay2 AY-3-8910A PSG @2 MHz;IMPERFECT;GOOD;GOOD;IMPERFECT;IMPERFECT;PRELIMINARY;GOOD;GOOD;-;Shooter / Field;Shooter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;https://www.youtube.com/watch?v=muIcV7phuiE;-;0;NO;NO;NO;NO;English;30 to 40 (Amendable);-;Cocktail, Upright;NO
ddp2;DoDonPachi II - Bee Storm (World, ver. 102);2001;IGS;YES;pgm;NO;-;-;YES;NO;NO;pgm;NO;YES;NO;YES;pgm.cpp;Mame 0.90u2;12/01/2005;Mame 0.195;28/02/2018;0;4;4;1;1;RASTER;270;VERTICAL;448;224;60.000000;joystick (8-way);CRT 15kHz;M68000,Z80,ARM7 (little);maincpu M68000 @20 MHz, soundcpu Z80 @8.4672 MHz, prot ARM7 (little) @20 MHz;Speaker,ICS2115;mono Speaker, ics ICS2115;IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;UNKNOWN;GOOD;GOOD;-;Shooter / Flying Vertical;Shooter;DonPachi;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=pbYU1CMq8Mw;-;100;NO;NO;NO;NO;English;80 to 90 (Very Good);-;80 to 90 (Very Good);NO
